listing_id,Space Word Count,Description Word Count,host_response_rate,host_acceptance_rate,host_is_superhost,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,Aggregate_sentiment_NY_reviews.Average Sentiment
43726,56,167,100%,84%,t,t,Entire home/apt,6,1,1,5,Real Bed,275,173,11,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.45,0.488373992
44096,180,178,100%,79%,t,t,Private room,1,1,1,1,Real Bed,38,364,277,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,f,2.34,0.429039232
44161,176,176,100%,96%,t,t,Entire home/apt,4,1,2,2,Real Bed,150,160,193,95,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.61,0.377495574
44212,179,167,100%,84%,f,t,Private room,2,1,1,0,Real Bed,125,365,96,95,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.8,0.375882703
44229,180,186,100%,97%,t,t,Private room,2,1,1,1,Real Bed,110,365,231,94,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.96,0.413102032
44288,179,181,80%,20%,f,t,Entire home/apt,2,1,1,1,Real Bed,100,359,89,95,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.75,0.4206699
44472,158,162,100%,50%,f,t,Entire home/apt,5,2,3,3,Real Bed,385,257,26,100,10,10,10,10,10,10,f,f,moderate,f,f,0.22,0.40990425
44506,82,82,67%,93%,f,t,Entire home/apt,5,1,2,4,Real Bed,165,230,97,90,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,0.82,0.36760345
45393,171,171,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,150,357,38,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.32,0.396135585
45542,114,151,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,100,0,18,96,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.85,0.410609588
45556,175,180,100%,100%,t,t,Private room,2,1.5,1,1,Real Bed,65,175,249,98,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,2.1,0.409625978
45910,98,98,100%,50%,t,t,Entire home/apt,16,2.5,5,10,Real Bed,350,365,13,88,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.13,0.294594854
45936,174,174,N/A,81%,f,t,Private room,2,1,1,0,Real Bed,99,365,129,93,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.12,0.393318441
45940,176,176,N/A,50%,t,t,Entire home/apt,2,1,1,1,Real Bed,200,0,35,98,10,10,10,10,10,10,f,f,moderate,f,f,0.51,0.434467035
46544,176,175,N/A,53%,t,t,Entire home/apt,2,1,1,0,Real Bed,150,200,58,94,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.5,0.353650037
46911,154,159,100%,100%,t,t,Private room,2,1,1,1,Real Bed,120,224,51,95,10,9,10,10,10,9,f,f,moderate,f,f,0.43,0.391350935
47199,147,172,N/A,93%,t,t,Private room,1,1,1,1,Real Bed,90,365,220,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,1.85,0.392482508
47362,165,165,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,175,365,30,89,9,9,10,10,8,9,f,f,strict_14_with_grace_period,f,t,0.26,0.36390138
47370,88,176,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,125,0,3,90,10,10,10,10,10,10,f,f,moderate,f,f,0.03,0.356346801
48719,167,163,100%,91%,f,t,Entire home/apt,2,1,1,1,Real Bed,149,49,116,95,10,9,10,10,10,9,f,f,moderate,f,f,1,0.407459688
50447,165,161,100%,99%,t,t,Entire home/apt,3,1,1,2,Real Bed,135,365,168,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,f,1.44,0.390602189
47322,168,168,0%,10%,f,t,Entire home/apt,4,1,1,1,Real Bed,215,350,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,flexible,f,f,0.88,0.37
51850,169,169,50%,84%,f,t,Private room,2,1,1,1,Real Bed,55,365,53,88,9,9,9,9,8,9,f,f,strict_14_with_grace_period,f,f,0.45,0.363154676
53137,132,132,N/A,N/A,f,t,Entire home/apt,2,1,1,2,Real Bed,195,0,10,60,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.47,0.360373016
53196,135,173,N/A,100%,f,t,Private room,3,1,1,1,Real Bed,80,0,11,98,10,10,10,10,9,10,f,f,moderate,f,f,0.32,0.391590212
53469,116,161,100%,50%,t,t,Entire home/apt,4,1,1,0,Real Bed,98,365,33,87,9,9,9,10,9,9,f,f,strict_14_with_grace_period,f,f,0.28,0.306171491
53470,68,68,100%,50%,t,t,Private room,7,1,2,3,Real Bed,160,365,6,80,10,9,9,10,9,9,f,f,strict_14_with_grace_period,f,f,0.06,0.215037324
51438,111,111,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,130,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
53477,52,128,100%,50%,t,t,Entire home/apt,12,2,4,8,Real Bed,265,365,39,95,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,0.35,0.393001746
54158,161,160,100%,75%,f,t,Entire home/apt,5,1,2,2,Real Bed,249,14,370,94,10,10,10,10,10,10,t,f,moderate,f,f,3.21,0.401668536
54453,149,149,N/A,N/A,f,t,Shared room,1,1,1,1,Futon,105,364,10,90,8,9,9,9,10,9,f,f,strict_14_with_grace_period,t,t,0.09,0.436304843
54508,159,162,100%,100%,t,t,Private room,2,1.5,1,0,Real Bed,100,328,403,97,10,7,10,10,10,9,f,f,strict_14_with_grace_period,f,f,3.43,0.407325633
54544,146,147,100%,100%,f,t,Entire home/apt,5,1,1,4,Real Bed,160,362,122,92,9,9,9,9,9,9,f,f,moderate,t,t,1.06,0.310297489
54626,179,173,100%,79%,t,t,Private room,2,1.5,1,1,Real Bed,42,363,181,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,f,1.7,0.404855457
54694,160,160,50%,84%,f,t,Private room,2,1,1,1,Real Bed,55,365,62,87,9,10,9,9,8,9,f,f,strict_14_with_grace_period,f,f,0.53,0.39212274
54860,171,171,100%,100%,t,t,Private room,2,1,1,1,Real Bed,100,303,228,97,10,10,10,10,9,10,t,f,moderate,f,f,1.94,0.313877013
55498,164,158,N/A,98%,t,t,Private room,2,1,1,2,Real Bed,71,51,42,99,10,10,10,10,9,10,f,f,moderate,t,t,0.37,0.398489233
54466,130,130,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,200,365,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,moderate,f,f,0.88,0.37
55959,145,148,100%,100%,f,t,Private room,1,1,1,1,Real Bed,55,80,92,96,10,9,10,10,10,10,t,f,moderate,f,f,1.1,0.397519663
55982,171,169,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,85,0,37,96,10,10,10,10,10,9,t,f,moderate,f,f,0.32,0.424323435
56859,147,147,100%,100%,f,t,Private room,2,1,1,1,Real Bed,75,338,207,93,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,1.79,0.295639447
57166,68,179,99%,99%,t,t,Entire home/apt,4,1,1,2,Real Bed,140,313,36,93,10,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.31,0.394061819
57297,170,165,N/A,52%,t,t,Entire home/apt,3,1,1,1,Real Bed,159,336,239,94,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,2.06,0.426345454
57468,172,169,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,189,0,205,95,10,10,10,10,10,10,f,f,moderate,f,f,1.77,0.343205304
57618,152,165,N/A,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,250,6,107,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.98,0.421188803
57740,180,180,N/A,38%,f,t,Entire home/apt,2,1,1,1,Real Bed,239,362,7,97,9,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.06,0.499332509
57754,177,177,100%,83%,t,t,Entire home/apt,2,1,1,1,Real Bed,195,313,119,99,10,10,10,10,10,10,f,f,moderate,f,t,1.08,0.443219797
57874,160,160,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,155,292,252,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,2.16,0.361961385
57901,123,172,100%,100%,f,t,Private room,1,1,1,1,Real Bed,70,365,9,95,9,8,9,10,10,9,f,f,flexible,f,f,0.08,0.383364298
58059,147,154,100%,99%,f,t,Private room,3,1.5,1,1,Real Bed,60,329,512,94,10,10,10,10,10,10,t,f,strict_14_with_grace_period,t,t,4.61,0.345224601
58062,149,162,N/A,80%,f,t,Private room,4,1,2,3,Real Bed,139,257,25,94,9,9,10,10,10,10,f,f,moderate,f,f,0.27,0.476335734
58467,161,161,N/A,75%,f,t,Private room,2,0,1,0,Real Bed,120,204,22,96,9,10,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.32,0.312531778
59014,182,176,N/A,90%,t,t,Entire home/apt,2,1,1,1,Real Bed,150,235,57,93,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.5,0.388334327
59121,91,91,100%,50%,t,t,Entire home/apt,9,1,3,1,Real Bed,145,365,2,100,9,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.02,0.317601732
59709,183,176,100%,14%,f,t,Entire home/apt,5,1,2,2,Real Bed,200,318,21,90,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.19,0.341801942
59855,104,104,N/A,100%,t,t,Entire home/apt,4,1,1,1,Real Bed,250,159,82,92,9,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.71,0.308807166
60164,81,193,61%,88%,f,t,Entire home/apt,6,1,3,3,Real Bed,500,257,106,87,9,9,9,10,9,9,t,f,strict_14_with_grace_period,f,f,1,0.346926474
60193,142,161,N/A,N/A,f,t,Private room,3,1,0,2,Real Bed,150,365,2,90,10,10,10,9,8,9,f,f,strict_14_with_grace_period,f,f,0.02,0.327843716
60457,172,169,N/A,50%,f,t,Entire home/apt,3,1,1,1,Real Bed,225,0,12,98,9,9,10,10,10,9,f,f,moderate,f,f,0.1,0.346360232
60611,174,174,N/A,71%,f,t,Entire home/apt,2,1,1,1,Real Bed,100,365,187,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,1.68,0.339261412
60666,148,148,100%,100%,f,t,Private room,3,1,1,2,Real Bed,110,357,215,94,10,10,9,9,9,9,t,f,moderate,t,t,1.87,0.34253343
60673,172,172,N/A,67%,f,t,Private room,2,1,1,1,Airbed,175,365,3,100,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.15,0.417037037
60680,69,169,100%,98%,f,t,Entire home/apt,6,1,1,2,Real Bed,99,354,154,90,10,9,10,10,10,9,t,f,moderate,f,f,1.33,0.378015046
60794,173,173,N/A,N/A,f,t,Entire home/apt,6,1,3,3,Real Bed,195,0,4,100,10,10,9,10,10,10,f,f,strict_14_with_grace_period,f,f,0.04,0.418740981
60948,166,166,67%,93%,f,t,Entire home/apt,5,1,2,4,Real Bed,140,197,151,89,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,1.31,0.286294926
61167,176,177,N/A,N/A,f,t,Entire home/apt,4,1,2,3,Real Bed,135,0,21,92,9,9,9,9,9,9,f,f,moderate,f,f,0.18,0.361513947
61224,175,175,N/A,0%,f,t,Entire home/apt,4,1,2,2,Real Bed,900,343,35,92,9,9,9,10,10,9,f,f,moderate,f,f,0.3,0.317391902
61509,181,179,N/A,0%,f,t,Entire home/apt,3,1,1,1,Real Bed,110,179,92,85,9,8,9,9,10,9,f,f,moderate,f,f,0.81,0.294174999
62427,180,180,N/A,67%,t,t,Entire home/apt,2,1,1,1,Real Bed,130,105,61,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.56,0.3893243
62430,172,178,N/A,100%,f,t,Entire home/apt,3,1,1,2,Real Bed,99,0,129,91,9,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,2.04,0.372806632
62452,200,197,72%,98%,f,t,Private room,2,1,1,1,Real Bed,38,364,213,89,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.85,0.31968095
62461,200,197,72%,98%,f,t,Private room,2,1,1,1,Real Bed,38,317,165,87,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.46,0.324916195
62468,81,81,N/A,0%,f,f,Entire home/apt,2,1,1,1,Real Bed,170,365,30,96,9,9,10,10,10,9,f,f,moderate,f,f,0.27,0.372702871
62787,200,197,72%,98%,f,t,Private room,2,1,1,1,Real Bed,37,362,198,88,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.73,0.303057135
62891,187,187,67%,83%,f,t,Entire home/apt,3,1,0,2,Real Bed,175,355,197,85,9,8,8,7,10,8,f,f,strict_14_with_grace_period,f,f,1.71,0.307708648
62903,175,174,100%,55%,t,t,Entire home/apt,2,1,1,1,Real Bed,205,89,68,98,10,10,10,10,10,10,f,f,moderate,f,f,0.68,0.448627795
62925,156,156,100%,90%,t,t,Entire home/apt,4,2,2,2,Real Bed,285,359,128,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,t,1.13,0.437806694
63003,161,172,100%,90%,t,t,Private room,2,1,1,1,Real Bed,103,0,123,97,10,10,10,10,10,10,f,f,moderate,f,f,1.63,0.396872524
63320,200,197,72%,98%,f,t,Private room,2,1,1,0,Real Bed,38,361,412,92,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,t,3.57,0.327530985
63360,177,160,100%,89%,f,t,Entire home/apt,5,1,1,3,Futon,129,349,480,93,9,9,10,10,10,9,f,f,moderate,t,t,4.39,0.345026566
63546,170,164,50%,32%,f,t,Private room,2,1,1,1,Real Bed,39,365,46,88,9,8,9,9,9,9,f,f,strict_14_with_grace_period,f,f,0.42,0.342575113
63573,164,192,N/A,N/A,f,t,Private room,2,2,1,1,Real Bed,60,0,9,93,10,8,10,9,10,9,t,f,strict_14_with_grace_period,f,f,0.08,0.46601851
63610,145,137,100%,95%,t,t,Entire home/apt,2,1,1,1,Real Bed,110,321,43,98,10,10,10,10,9,9,f,f,moderate,t,t,0.49,0.417518714
63657,134,128,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,135,0,268,92,9,10,10,10,9,9,f,f,strict_14_with_grace_period,t,t,2.33,0.365321114
63693,169,169,67%,83%,f,t,Entire home/apt,4,2,2,2,Real Bed,390,355,153,87,9,8,9,9,10,9,f,f,strict_14_with_grace_period,f,f,1.33,0.358231151
63719,149,188,100%,58%,f,t,Private room,2,1,1,1,Real Bed,70,364,41,94,10,9,9,10,8,9,f,f,strict_14_with_grace_period,f,f,0.42,0.366023176
63913,52,152,100%,100%,f,t,Private room,2,1,1,2,Real Bed,75,365,1,100,10,10,10,10,8,10,t,f,strict_14_with_grace_period,t,f,0.09,0.343539683
64000,107,209,100%,87%,f,t,Private room,1,1,1,3,Real Bed,60,362,14,98,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.12,0.389592827
64107,150,144,N/A,100%,t,t,Private room,2,1,1,0,Real Bed,100,364,308,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.68,0.376835472
63588,105,153,100%,93%,t,t,Private room,3,1,1,2,Real Bed,90,202,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,moderate,f,f,0.88,0.37
64277,158,186,100%,58%,f,t,Private room,2,1,1,1,Real Bed,70,364,19,90,9,8,9,10,7,8,f,f,strict_14_with_grace_period,f,f,0.2,0.368729217
64314,159,159,N/A,100%,f,t,Private room,2,1,1,1,Real Bed,75,365,112,98,10,10,10,10,10,10,t,f,moderate,f,f,0.98,0.298295022
64361,164,183,N/A,75%,f,t,Entire home/apt,2,1,1,2,Real Bed,105,20,69,91,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.62,0.407555696
64365,120,120,N/A,94%,f,t,Private room,3,1,1,1,Real Bed,60,341,244,96,10,10,9,9,10,9,f,f,strict_14_with_grace_period,f,t,2.19,0.360427603
64837,170,165,100%,69%,f,t,Private room,2,1,1,1,Real Bed,68,90,215,91,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,f,1.87,0.382015051
65200,120,169,100%,75%,f,t,Private room,1,1,1,1,Real Bed,36,0,80,88,8,9,10,10,8,9,f,f,strict_14_with_grace_period,f,f,0.86,0.390994902
65268,188,188,N/A,N/A,f,t,Private room,3,1.5,2,2,Real Bed,75,162,63,98,10,10,10,10,9,10,f,f,moderate,f,f,0.59,0.381246804
64015,34,113,N/A,N/A,f,f,Entire home/apt,2,1,1,1,Real Bed,200,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
65562,172,178,100%,17%,f,t,Entire home/apt,3,1,2,2,Real Bed,129,329,5,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.11,0.439247402
65615,155,147,100%,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,130,276,55,93,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.48,0.379740834
65660,166,182,N/A,93%,f,t,Entire home/apt,3,1,1,1,Real Bed,95,132,157,90,9,9,9,9,10,9,f,f,strict_14_with_grace_period,f,f,1.37,0.391041176
65813,156,156,N/A,0%,f,t,Private room,1,1,1,1,Real Bed,75,343,20,98,10,10,10,10,10,10,f,f,moderate,f,f,0.23,0.363667494
65834,161,161,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,175,159,11,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.1,0.323588293
66008,73,73,100%,100%,t,t,Entire home/apt,4,1,2,2,Real Bed,190,365,68,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.68,0.438241054
66251,0,165,100%,93%,t,t,Entire home/apt,2,1,0,1,Real Bed,212,90,90,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.44,0.417140105
66275,177,180,100%,74%,t,t,Private room,5,1,1,2,Real Bed,95,365,142,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.3,0.401207344
66718,164,165,100%,100%,f,t,Entire home/apt,5,1,2,2,Real Bed,135,252,209,87,9,9,10,10,9,9,t,f,moderate,f,f,1.87,0.253098289
65556,70,170,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,60,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
66741,160,160,100%,98%,f,t,Entire home/apt,5,1,1,3,Real Bed,150,311,250,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.19,0.395888803
66974,132,168,100%,94%,t,t,Entire home/apt,3,1,1,1,Real Bed,190,328,83,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.85,0.398100779
67288,163,166,100%,100%,t,t,Entire home/apt,2,1.5,1,2,Real Bed,124,289,28,97,10,10,10,10,9,9,t,f,strict_14_with_grace_period,f,f,0.3,0.331930169
67299,186,171,100%,80%,t,t,Entire home/apt,4,1,1,2,Real Bed,98,68,61,98,10,10,10,10,10,10,f,f,flexible,f,f,0.54,0.373367406
67397,167,165,100%,96%,t,t,Private room,2,1,1,1,Real Bed,122,331,112,96,10,10,10,10,10,10,f,f,flexible,t,t,1.01,0.323757982
68099,43,54,100%,86%,f,t,Private room,1,1,1,1,Real Bed,109,0,112,84,8,8,8,9,9,8,f,f,flexible,f,f,1.02,0.369407775
68305,152,163,N/A,67%,f,t,Private room,1,1,1,2,Real Bed,85,365,66,91,9,8,10,10,9,9,f,f,moderate,f,t,0.63,0.377194338
68735,142,148,100%,38%,f,f,Entire home/apt,2,1,1,1,Real Bed,199,362,33,99,10,10,10,10,10,10,f,f,flexible,f,f,0.31,0.401558112
68765,169,167,100%,100%,t,t,Entire home/apt,5,1,3,4,Real Bed,250,258,137,99,10,10,10,10,10,10,t,f,moderate,f,f,1.51,0.426908866
68900,19,165,N/A,33%,f,t,Private room,2,1,1,1,Real Bed,125,364,7,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.1,0.443885367
68974,112,167,100%,92%,t,t,Entire home/apt,6,1,3,3,Real Bed,575,358,215,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,1.9,0.426773679
69894,159,165,0%,90%,f,t,Entire home/apt,2,1,1,1,Real Bed,150,89,50,96,10,9,10,10,10,9,t,f,strict_14_with_grace_period,t,t,0.51,0.320816927
70128,87,168,N/A,20%,f,t,Private room,1,1,1,1,Real Bed,65,83,53,97,9,9,10,10,10,10,f,f,moderate,t,f,0.56,0.471395703
70279,79,186,100%,33%,f,t,Entire home/apt,8,2,2,3,Real Bed,155,364,64,83,8,8,9,9,9,8,f,f,strict_14_with_grace_period,f,f,0.57,0.364032039
70609,176,161,100%,84%,f,t,Entire home/apt,7,2,3,6,Real Bed,500,354,54,94,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.48,0.397555434
71010,160,156,100%,100%,t,t,Entire home/apt,5,1,2,4,Real Bed,265,336,35,99,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.41,0.309653896
71248,164,165,100%,65%,t,t,Entire home/apt,2,1,1,1,Futon,130,178,48,96,10,9,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.43,0.345242243
71366,164,158,N/A,80%,f,t,Entire home/apt,2,1,1,1,Real Bed,200,331,42,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.42,0.393260481
71384,175,175,N/A,0%,f,t,Entire home/apt,4,1,1,2,Real Bed,229,159,50,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.45,0.427131904
71812,74,181,100%,92%,t,t,Entire home/apt,2,1,1,1,Real Bed,98,327,7,94,10,10,10,10,10,10,t,f,moderate,f,f,0.31,0.295762472
72190,116,159,N/A,N/A,f,t,Entire home/apt,2,1,1,0,Real Bed,110,0,38,91,9,8,10,10,10,9,f,f,moderate,f,f,0.35,0.407236563
73246,181,181,N/A,92%,f,t,Private room,2,1,1,1,Real Bed,60,0,3,73,9,7,10,10,10,9,t,f,moderate,f,f,0.56,0.351128472
74073,183,174,100%,94%,t,t,Entire home/apt,4,1,1,1,Real Bed,195,180,89,100,10,10,10,10,10,10,t,f,strict_14_with_grace_period,t,t,0.82,0.459693226
74240,164,164,50%,15%,f,f,Entire home/apt,2,1,1,1,Real Bed,169,249,70,93,9,9,10,10,10,9,f,f,moderate,f,f,0.62,0.353283882
74333,166,167,100%,78%,f,t,Entire home/apt,3,1,1,2,Real Bed,113,275,35,82,9,8,10,9,8,9,f,f,strict_14_with_grace_period,f,f,0.33,0.309989397
74680,187,187,100%,100%,t,t,Entire home/apt,3,1,1,2,Real Bed,115,273,223,93,10,9,10,10,9,9,t,f,moderate,f,f,2.04,0.368211248
74821,104,163,N/A,0%,f,t,Entire home/apt,5,1,2,2,Real Bed,149,37,47,93,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,f,0.42,0.388391863
74860,0,120,N/A,25%,f,t,Entire home/apt,3,1,1,1,Real Bed,75,0,3,93,10,9,8,9,9,9,f,f,moderate,f,f,0.03,0.323946484
75193,75,166,100%,100%,t,t,Private room,1,1,1,1,Real Bed,53,0,263,94,10,9,10,10,10,10,t,f,moderate,t,t,2.33,0.369889997
75635,175,175,100%,100%,t,t,Entire home/apt,3,1,1,2,Real Bed,150,241,321,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.84,0.371338586
76761,173,168,100%,99%,t,t,Entire home/apt,6,1,2,3,Real Bed,169,0,434,97,10,10,10,10,10,10,f,f,moderate,t,t,3.9,0.401463777
77765,73,133,100%,95%,t,t,Hotel room,2,1,1,1,Real Bed,179,146,38,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.34,0.436299988
77936,150,149,100%,86%,f,t,Private room,2,1,1,1,Real Bed,150,180,46,95,10,9,10,10,10,9,f,f,moderate,t,t,0.41,0.376788645
78919,137,160,N/A,N/A,f,t,Entire home/apt,4,2.5,2,2,Real Bed,135,0,6,92,9,8,10,10,10,9,t,f,moderate,f,f,0.08,0.246143384
80493,154,188,100%,94%,f,t,Private room,2,1.5,1,2,Real Bed,65,290,202,87,9,8,10,10,10,9,f,f,moderate,f,t,1.8,0.372570684
80684,152,168,100%,95%,t,t,Hotel room,4,1,1,2,Real Bed,349,146,8,100,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.08,0.381724672
80700,141,166,100%,95%,t,t,Private room,4,1,1,2,Real Bed,349,146,7,91,10,9,10,10,7,10,f,f,strict_14_with_grace_period,f,t,0.07,0.264199069
80924,168,163,N/A,70%,f,t,Entire home/apt,5,1.5,3,5,Real Bed,165,0,37,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.48,0.430344225
81739,128,168,100%,95%,t,t,Private room,4,1,1,2,Real Bed,249,146,2,80,10,10,10,9,7,9,f,f,strict_14_with_grace_period,f,t,0.02,0.425899621
82549,69,171,N/A,78%,t,t,Private room,1,1,1,1,Real Bed,100,0,67,97,10,9,10,10,10,9,f,f,moderate,t,f,0.62,0.439740312
82550,50,171,N/A,78%,t,t,Entire home/apt,4,1,2,2,Real Bed,200,170,93,96,10,9,10,10,10,9,f,f,moderate,t,f,0.88,0.473317574
82638,171,171,N/A,81%,f,t,Entire home/apt,2,1,1,1,Real Bed,169,319,263,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,2.37,0.3852555
82928,39,160,100%,97%,t,t,Entire home/apt,5,1,2,3,Real Bed,185,321,71,98,10,10,10,10,10,10,f,f,moderate,f,f,1.31,0.376019527
83243,165,175,100%,63%,f,t,Entire home/apt,2,1,1,0,Real Bed,65,365,250,89,9,9,10,10,9,9,f,f,moderate,f,t,2.24,0.301413257
83391,153,162,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,240,365,9,96,10,10,10,10,10,9,f,f,flexible,f,f,0.11,0.433049125
83446,151,161,100%,100%,f,t,Entire home/apt,3,1,2,3,Real Bed,130,8,6,93,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.05,0.343130822
83847,55,171,100%,96%,t,t,Entire home/apt,2,1,1,1,Real Bed,143,80,44,98,10,10,10,10,10,9,f,f,flexible,f,f,0.4,0.468362038
84010,32,83,100%,95%,t,t,Hotel room,2,1,1,1,Real Bed,179,146,16,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.15,0.491009487
84059,116,161,N/A,N/A,f,t,Entire home/apt,6,1.5,3,3,Real Bed,150,0,5,80,9,8,9,10,8,9,f,f,strict_14_with_grace_period,f,f,0.04,0.434315364
84659,190,190,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,159,169,437,94,10,9,10,10,10,9,t,f,strict_14_with_grace_period,t,t,3.93,0.378977034
86215,104,172,100%,81%,t,t,Entire home/apt,6,1,2,3,Real Bed,199,155,166,95,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.49,0.36255348
87279,112,168,N/A,100%,t,t,Private room,1,1,1,1,Pull-out Sofa,69,364,136,94,10,10,10,10,10,10,f,f,moderate,f,f,1.23,0.360847939
