listing_id,Space Word Count,Description Word Count,host_response_rate,host_acceptance_rate,host_is_superhost,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,Aggregate_sentiment_NY_reviews.Average Sentiment
89621,167,167,100%,100%,f,t,Entire home/apt,3,1,1,3,Pull-out Sofa,90,354,238,89,9,9,9,9,9,9,t,f,strict_14_with_grace_period,f,f,2.21,0.350399561
93313,136,183,100%,100%,f,t,Entire home/apt,5,1,2,4,Real Bed,120,322,98,94,10,10,10,10,9,9,t,f,strict_14_with_grace_period,t,t,0.89,0.377007233
94035,83,174,N/A,73%,t,t,Private room,2,1,1,1,Real Bed,80,365,51,98,10,10,10,10,10,10,f,f,moderate,f,f,1.11,0.407354012
94477,183,178,100%,99%,t,t,Entire home/apt,6,1,2,3,Real Bed,175,207,411,95,10,9,10,10,9,10,f,f,flexible,f,f,3.73,0.327362757
94783,166,168,N/A,100%,t,t,Entire home/apt,2,1.5,1,1,Real Bed,120,365,112,97,10,10,10,10,9,9,t,f,strict_14_with_grace_period,t,t,1.01,0.389857845
95747,165,182,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,140,87,13,100,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.12,0.406053622
95883,174,174,N/A,100%,f,t,Entire home/apt,6,1,2,4,Real Bed,200,159,5,92,10,10,10,10,9,9,f,f,moderate,f,f,0.07,0.329510101
96471,165,165,N/A,72%,t,t,Private room,5,1.5,1,3,Real Bed,165,364,13,100,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.12,0.389224548
98663,168,167,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,130,343,19,96,10,9,10,10,9,10,t,f,moderate,f,f,0.17,0.395682962
99070,184,185,100%,38%,t,t,Shared room,1,1,1,1,Real Bed,60,179,136,99,10,10,10,10,9,10,f,f,moderate,t,f,1.22,0.36432171
99085,71,147,100%,83%,t,t,Entire home/apt,2,1,0,1,Real Bed,123,161,16,100,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.14,0.426140317
99662,179,173,100%,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,135,365,28,86,9,8,9,10,9,9,f,f,strict_14_with_grace_period,t,t,0.25,0.309371508
100002,48,183,N/A,100%,f,t,Private room,2,1,1,1,Real Bed,67,328,151,94,10,9,10,10,9,10,t,f,strict_14_with_grace_period,f,f,1.37,0.328560929
94209,79,160,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,100,364,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
100184,108,146,N/A,82%,f,t,Private room,2,1,1,2,Real Bed,50,88,47,94,10,10,10,10,9,9,f,f,flexible,f,f,0.44,0.37299977
100186,158,158,N/A,63%,t,t,Entire home/apt,3,1,1,2,Real Bed,130,166,102,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.93,0.405668141
100368,140,135,N/A,50%,f,t,Entire home/apt,2,1,1,1,Real Bed,279,281,32,97,10,9,10,10,10,9,f,f,moderate,t,t,0.3,0.434952181
101053,164,156,N/A,78%,f,t,Entire home/apt,6,2,3,3,Real Bed,100,0,37,98,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.33,0.380940663
102995,168,175,100%,97%,f,t,Entire home/apt,3,1,1,3,Real Bed,212,0,45,93,9,9,10,10,10,9,f,f,moderate,f,f,0.41,0.262755538
103161,157,158,N/A,52%,f,t,Entire home/apt,2,1,1,2,Real Bed,95,365,133,96,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.63,0.425112303
103311,153,166,100%,95%,t,t,Private room,6,1,2,3,Real Bed,599,146,9,83,9,10,9,9,7,9,f,f,strict_14_with_grace_period,f,t,0.08,0.222372946
105469,63,188,100%,80%,f,t,Private room,1,1,1,0,Real Bed,70,364,15,98,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.14,0.360830518
105510,170,170,90%,76%,f,t,Entire home/apt,4,1,1,1,Real Bed,68,280,18,86,9,8,9,9,8,8,f,f,strict_14_with_grace_period,t,f,0.17,0.358940543
105790,168,171,N/A,67%,f,t,Private room,2,1,1,0,Real Bed,59,0,590,98,9,9,10,10,9,10,f,f,strict_14_with_grace_period,t,t,11.24,0.405088217
106363,175,176,100%,99%,t,t,Private room,1,1.5,1,1,Real Bed,60,279,417,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,3.78,0.379276263
106647,181,184,N/A,69%,t,t,Entire home/apt,4,1,2,2,Real Bed,125,184,97,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.88,0.396471004
107630,163,163,100%,90%,t,t,Entire home/apt,3,1,1,2,Real Bed,175,357,269,95,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,t,2.46,0.40354945
107895,75,148,90%,77%,f,t,Entire home/apt,2,1,0,0,Real Bed,120,0,59,92,9,9,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.6,0.293603735
110739,177,168,80%,74%,f,t,Entire home/apt,2,1,0,2,Real Bed,120,359,58,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.55,0.356738258
112100,170,170,N/A,0%,f,t,Entire home/apt,6,1,3,4,Real Bed,165,1,3,90,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.03,0.343446343
112304,186,189,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,90,0,1,100,10,8,10,10,8,10,f,f,flexible,f,f,0.02,0.426190476
112359,180,183,N/A,25%,f,t,Entire home/apt,5,1,1,2,Real Bed,225,343,58,93,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.53,0.363482411
112435,179,179,100%,97%,t,t,Private room,2,1,1,1,Real Bed,95,365,177,92,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.62,0.398952792
113265,114,114,N/A,94%,f,t,Private room,2,1,1,1,Real Bed,55,337,270,95,10,10,10,9,10,10,f,f,strict_14_with_grace_period,f,t,2.47,0.36936733
113945,183,183,N/A,75%,f,t,Private room,1,1,1,1,Real Bed,95,88,120,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.09,0.392686474
114229,179,180,100%,74%,t,t,Entire home/apt,7,1,2,3,Real Bed,211,315,74,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.75,0.347497468
115535,167,164,0%,63%,f,t,Private room,1,1,1,1,Real Bed,65,306,37,96,10,9,10,10,9,10,f,f,moderate,f,f,0.34,0.377044696
115678,157,157,30%,83%,f,t,Entire home/apt,16,1,2,2,Real Bed,99,299,367,91,9,9,9,9,10,9,f,f,flexible,f,f,3.33,0.341917143
115748,150,180,N/A,54%,f,t,Entire home/apt,2,1,1,1,Real Bed,110,363,32,91,9,9,10,10,10,9,f,f,moderate,f,f,0.3,0.36796528
116551,126,166,100%,57%,f,t,Entire home/apt,4,1,0,2,Real Bed,91,62,170,90,9,9,10,9,9,9,f,f,strict_14_with_grace_period,f,f,1.55,0.339555387
116940,148,148,100%,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,80,359,249,92,9,10,10,9,9,9,t,f,strict_14_with_grace_period,f,f,2.26,0.360223494
117425,55,163,100%,58%,f,f,Entire home/apt,2,1,1,1,Real Bed,100,259,96,90,9,9,9,9,10,9,f,f,flexible,f,f,0.87,0.371009807
118061,166,160,N/A,100%,t,t,Entire home/apt,2,1,2,2,Real Bed,102,268,85,96,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.81,0.362791426
121687,178,177,N/A,84%,f,t,Entire home/apt,6,1,2,0,Real Bed,200,88,55,90,9,8,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.52,0.392991593
113092,113,162,N/A,N/A,f,f,Private room,1,1,1,1,Pull-out Sofa,90,114,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
121861,168,168,N/A,84%,t,t,Entire home/apt,4,2,2,2,Real Bed,165,139,23,99,10,10,10,10,10,10,f,f,moderate,f,f,0.21,0.421278252
123784,173,164,100%,98%,f,t,Entire home/apt,3,1,0,2,Real Bed,110,356,169,94,10,9,10,10,10,9,t,f,strict_14_with_grace_period,t,t,1.54,0.352339432
125053,162,161,100%,100%,t,t,Entire home/apt,3,1,2,2,Real Bed,395,125,83,99,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.78,0.433363275
125163,135,146,67%,100%,t,t,Private room,2,1,1,1,Real Bed,60,308,40,99,10,10,10,10,9,10,t,f,strict_14_with_grace_period,f,f,0.49,0.411497368
125594,170,170,50%,32%,f,t,Private room,2,1,1,1,Real Bed,39,365,85,91,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.86,0.345814912
126443,192,196,80%,99%,f,t,Entire home/apt,9,2,2,4,Real Bed,189,270,462,87,9,8,10,9,10,9,t,f,strict_14_with_grace_period,f,t,4.21,0.369418107
126816,146,146,N/A,N/A,f,f,Private room,1,2,1,1,Real Bed,85,0,3,73,7,6,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.03,0.515378086
127387,174,174,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,260,66,3,100,10,10,10,10,9,10,f,f,moderate,t,t,0.03,0.324380146
128975,147,147,100%,100%,f,t,Entire home/apt,5,1,1,2,Real Bed,140,357,128,92,9,9,9,9,9,9,f,f,moderate,t,t,1.17,0.3325851
131154,152,175,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,165,1,198,98,10,10,10,10,10,10,t,f,moderate,f,f,1.82,0.400143351
132516,57,172,100%,97%,t,t,Entire home/apt,3,1,1,1,Real Bed,97,33,31,94,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.9,0.359445818
118680,28,98,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,87,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,flexible,f,f,0.88,0.37
132661,159,167,N/A,100%,t,t,Private room,1,1,1,1,Real Bed,76,21,74,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.09,0.378295381
132695,163,169,N/A,N/A,f,t,Entire home/apt,2,1,2,1,Real Bed,125,0,15,100,9,9,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.14,0.271299665
133025,53,153,90%,100%,t,t,Private room,1,1,1,0,Real Bed,130,253,131,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.2,0.335764013
134934,159,167,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,225,0,27,92,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.39,0.417097919
135393,171,173,100%,100%,f,t,Private room,2,1,1,1,Futon,50,173,290,95,10,9,10,10,9,9,t,f,moderate,t,t,2.66,0.386160121
135465,173,178,N/A,97%,t,t,Entire home/apt,3,1,1,1,Real Bed,170,281,99,96,10,9,10,10,10,9,f,f,moderate,f,f,0.94,0.354480327
135706,44,141,N/A,N/A,f,t,Entire home/apt,1,1,0,1,Real Bed,132,0,10,96,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.09,0.323121873
136493,180,169,N/A,100%,f,t,Entire home/apt,5,2.5,3,3,Real Bed,250,201,19,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.2,0.398497051
137121,170,165,0%,0%,f,t,Entire home/apt,3,1,1,1,Real Bed,100,360,104,93,10,9,10,10,10,10,f,f,moderate,f,f,0.95,0.411310486
137671,72,164,N/A,71%,f,t,Entire home/apt,4,1,1,2,Real Bed,180,200,29,89,10,9,9,9,10,9,f,f,strict_14_with_grace_period,f,f,0.37,0.300799214
138216,61,173,N/A,50%,f,t,Entire home/apt,3,1,1,2,Real Bed,141,0,9,98,10,8,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.18,0.387806004
139624,105,167,59%,50%,f,t,Entire home/apt,2,1,1,1,Real Bed,64,96,76,87,9,8,9,9,9,8,f,f,strict_14_with_grace_period,f,f,0.71,0.345054762
140133,156,159,100%,97%,t,t,Entire home/apt,4,1,0,3,Real Bed,249,345,171,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.59,0.416840436
140425,174,177,N/A,N/A,f,t,Private room,4,1,1,1,Real Bed,79,0,115,94,9,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,1.06,0.393372589
140973,178,178,N/A,93%,t,t,Entire home/apt,4,0.5,2,3,Real Bed,225,364,78,94,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.72,0.41271212
141154,77,153,67%,98%,f,t,Entire home/apt,4,1,0,2,Real Bed,100,254,263,94,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,2.45,0.346156009
141335,160,159,N/A,15%,f,t,Entire home/apt,5,2,3,4,Real Bed,900,365,35,87,9,9,9,9,10,8,f,f,strict_14_with_grace_period,f,f,0.36,0.453185888
141890,161,163,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,375,0,18,91,9,8,10,10,10,9,t,f,strict_14_with_grace_period,f,f,0.19,0.380030735
142069,166,174,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,150,0,22,92,10,7,9,10,9,9,f,f,strict_14_with_grace_period,f,f,0.21,0.384631727
144087,177,178,100%,96%,t,t,Entire home/apt,5,1,2,3,Real Bed,259,365,20,97,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.18,0.335970869
144148,111,178,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,96,0,34,91,9,8,10,10,10,9,f,f,flexible,f,f,0.49,0.387962636
145064,176,170,N/A,N/A,f,t,Entire home/apt,3,1,1,2,Real Bed,145,0,8,94,10,10,10,10,10,10,f,f,moderate,f,f,0.07,0.418871776
145994,17,42,N/A,100%,f,t,Entire home/apt,3,1,2,2,Real Bed,95,0,3,93,9,9,9,10,9,9,t,f,strict_14_with_grace_period,f,f,0.08,0.379566498
148201,179,179,N/A,N/A,f,t,Entire home/apt,4,1,1,1,Real Bed,175,0,18,98,10,10,10,10,10,10,f,f,flexible,f,f,0.17,0.399028125
148259,78,162,0%,25%,f,t,Entire home/apt,6,1,3,3,Real Bed,451,362,78,97,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.82,0.432428705
148825,161,161,100%,73%,t,t,Entire home/apt,4,1,2,2,Real Bed,150,312,216,94,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.18,0.352057322
149777,54,173,96%,89%,f,t,Entire home/apt,2,1,1,3,Real Bed,69,341,241,93,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.66,0.376522902
150804,100,124,N/A,73%,t,t,Entire home/apt,4,1,3,3,Real Bed,250,70,27,100,10,10,10,10,10,10,f,f,moderate,f,f,0.25,0.36963219
150989,183,178,100%,30%,f,t,Entire home/apt,2,1,1,1,Real Bed,155,49,17,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.16,0.373874368
151199,110,184,67%,96%,t,t,Entire home/apt,2,1,1,2,Real Bed,129,359,456,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,4.28,0.383482012
151478,158,154,100%,91%,t,t,Private room,2,1,1,1,Real Bed,98,178,8,97,9,9,10,9,10,9,f,f,strict_14_with_grace_period,f,f,0.08,0.526543166
152259,141,139,100%,100%,f,t,Private room,1,1,1,1,Real Bed,55,365,124,94,9,9,9,9,9,9,f,f,flexible,t,t,1.14,0.38015427
152263,172,173,100%,70%,t,t,Entire home/apt,8,1,2,6,Real Bed,300,299,229,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.16,0.348571138
153405,184,184,90%,88%,f,t,Entire home/apt,2,1,1,1,Real Bed,125,69,125,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.17,0.441876507
153780,172,178,100%,78%,t,t,Private room,2,1,1,1,Real Bed,175,344,184,98,10,10,10,10,10,10,f,f,moderate,t,t,1.7,0.396493618
154934,177,190,N/A,25%,f,t,Private room,1,1,1,1,Real Bed,75,320,38,88,9,8,10,10,8,9,f,f,moderate,f,f,0.37,0.321390164
154998,166,169,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,127,270,2,90,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.02,0.420535714
155296,178,177,0%,50%,f,t,Entire home/apt,3,1,1,2,Real Bed,250,89,40,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.44,0.381931281
157673,158,159,100%,100%,t,t,Entire home/apt,4,1,1,1,Real Bed,72,281,90,90,9,8,9,9,8,9,t,f,strict_14_with_grace_period,f,f,0.84,0.358169324
149287,44,144,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,250,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,strict_14_with_grace_period,f,f,0.88,0.37
158061,172,172,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,165,343,27,91,10,10,10,10,8,9,f,f,flexible,t,t,0.25,0.366455445
158176,161,167,100%,96%,t,t,Entire home/apt,2,1,1,1,Real Bed,75,26,127,95,10,9,10,10,10,9,f,f,moderate,f,f,1.24,0.430079335
158913,182,172,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,130,0,4,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.04,0.158230769
158955,181,181,80%,99%,f,t,Entire home/apt,6,1,2,2,Real Bed,139,234,433,88,9,10,9,10,10,9,f,f,strict_14_with_grace_period,f,f,4.03,0.340417351
159749,179,183,100%,98%,f,t,Private room,3,1,1,2,Real Bed,88,329,76,95,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.72,0.354483491
159815,171,172,100%,98%,f,t,Private room,2,1,1,1,Real Bed,80,356,51,98,10,9,10,10,10,10,f,f,moderate,f,f,0.48,0.414714417
152071,124,140,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Futon,150,0,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,f,f,moderate,f,f,0.88,0.37
159913,53,147,N/A,59%,f,t,Private room,2,1,1,2,Real Bed,150,363,50,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.23,0.448342048
160994,111,117,N/A,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,200,343,114,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.07,0.428870033
161366,171,172,100%,91%,t,f,Private room,1,1,1,1,Real Bed,33,57,43,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.4,0.339299672
161394,168,177,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,90,0,3,87,9,9,9,10,9,9,f,f,moderate,f,t,0.03,0.482962963
162493,64,160,100%,57%,f,t,Entire home/apt,6,2.5,3,3,Real Bed,450,2,38,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.66,0.445243982
162508,60,107,N/A,40%,f,t,Entire home/apt,4,1,1,3,Real Bed,130,0,31,84,9,9,10,9,8,8,f,f,flexible,f,f,0.33,0.294823267
163809,173,169,100%,88%,t,t,Entire home/apt,5,1,3,3,Futon,198,305,54,95,10,9,10,10,10,9,f,f,moderate,f,f,0.5,0.264702024
163814,184,189,80%,99%,f,t,Entire home/apt,5,1,1,4,Real Bed,99,349,319,80,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,t,2.98,0.317988137
164989,158,154,100%,99%,t,t,Private room,2,1,1,1,Real Bed,140,90,80,93,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.74,0.422348928
165080,162,157,N/A,N/A,f,t,Entire home/apt,10,2.5,4,5,Real Bed,500,0,7,100,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.07,0.365273112
166006,163,163,N/A,33%,f,t,Entire home/apt,7,1,2,3,Real Bed,250,343,189,93,9,9,10,10,9,9,t,f,strict_14_with_grace_period,f,f,1.75,0.276433639
166172,180,182,N/A,88%,f,t,Private room,2,1,1,0,Real Bed,60,0,560,99,8,7,9,7,7,7,f,f,moderate,f,f,12.41,0.140511933
166541,48,170,100%,100%,t,t,Private room,1,1,1,1,Real Bed,75,365,41,95,10,9,10,10,9,9,t,f,moderate,t,t,0.38,0.409437516
166983,157,157,N/A,N/A,f,t,Entire home/apt,6,2,3,4,Real Bed,350,0,6,97,9,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.06,0.233728219
167013,59,114,100%,55%,t,t,Entire home/apt,2,1,1,1,Real Bed,205,90,3,100,10,10,10,10,10,10,f,f,moderate,f,f,0.04,0.638888889
167017,109,173,N/A,N/A,f,t,Entire home/apt,4,2,2,4,Real Bed,219,0,2,100,10,8,10,10,10,8,t,f,strict_14_with_grace_period,f,f,0.03,0.337294126
168123,179,166,100%,96%,f,t,Entire home/apt,2,1,1,1,Real Bed,175,119,109,91,10,9,10,10,9,9,f,f,moderate,t,t,1.02,0.355163257
168810,153,160,N/A,N/A,f,t,Entire home/apt,4,1,1,1,Real Bed,175,358,11,92,9,9,9,9,9,9,f,f,strict_14_with_grace_period,t,t,0.11,0.452916208
169063,170,170,100%,83%,t,t,Entire home/apt,2,1,1,1,Real Bed,180,87,46,94,9,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.43,0.409593071
169306,173,167,50%,94%,f,t,Private room,2,1,1,1,Real Bed,37,285,136,88,9,8,10,9,9,9,f,f,strict_14_with_grace_period,f,t,1.26,0.275581968
169464,184,185,100%,50%,t,t,Entire home/apt,4,1,1,2,Real Bed,85,198,98,93,10,9,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.91,0.401980182
170420,124,124,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Airbed,79,0,15,100,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.14,0.310517578
170761,167,177,100%,100%,t,t,Private room,2,1.5,1,1,Real Bed,85,180,51,97,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.69,0.483885784
172499,123,152,N/A,N/A,f,t,Entire home/apt,4,2,3,3,Real Bed,250,362,26,95,10,9,10,10,10,9,f,f,moderate,f,t,0.25,0.396958742
173072,50,176,100%,100%,t,f,Shared room,2,1,1,2,Pull-out Sofa,49,343,192,97,10,10,10,10,10,10,t,f,moderate,f,f,4.02,0.395177457
173151,46,46,100%,64%,t,t,Private room,2,1,1,1,Real Bed,91,88,262,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2.43,0.391223673
173742,171,163,100%,46%,f,t,Entire home/apt,5,2.5,2,2,Real Bed,400,177,114,93,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.09,0.403356384
174527,158,168,N/A,0%,f,t,Entire home/apt,4,1,2,1,Real Bed,150,179,11,100,10,10,10,10,9,10,f,f,flexible,f,f,0.31,0.427958301
174966,159,148,100%,100%,f,t,Entire home/apt,9,2.5,2,3,Real Bed,2000,0,30,99,10,10,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.29,0.371495083
176135,176,174,N/A,8%,f,t,Entire home/apt,2,1,1,1,Real Bed,97,284,33,94,9,9,9,10,9,9,f,f,moderate,f,f,0.31,0.440125674
176653,141,182,N/A,41%,f,t,Private room,1,1,1,1,Real Bed,100,83,54,94,9,9,10,10,10,9,f,f,flexible,f,f,0.5,0.426942276
177495,71,160,N/A,N/A,f,t,Entire home/apt,4,1.5,2,2,Real Bed,550,0,18,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.58,0.439342638
177540,173,180,100%,N/A,f,t,Private room,1,1,1,1,Real Bed,147,356,19,92,9,8,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.18,0.438820606
177606,93,142,N/A,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,189,356,103,95,10,10,10,10,9,9,f,f,moderate,t,t,0.97,0.359935654
179670,168,168,N/A,43%,t,t,Private room,1,1,1,1,Real Bed,130,365,113,98,10,10,10,10,10,10,f,f,moderate,t,t,1.06,0.407862511
179741,167,170,100%,74%,t,t,Entire home/apt,6,1,2,3,Real Bed,75,138,13,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.12,0.412202669
169483,182,179,100%,100%,t,t,Entire home/apt,4,1,1,1,Real Bed,106,1,0,94.3,9.6,9.2,9.8,9.8,9.5,9.3,t,f,strict_14_with_grace_period,f,f,0.88,0.37
180201,68,162,100%,100%,t,t,Entire home/apt,2,1,1,1,Real Bed,90,268,27,89,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.25,0.39073643
180507,164,161,100%,81%,f,f,Entire home/apt,4,1,1,1,Real Bed,250,344,22,97,10,10,10,10,9,10,t,f,strict_14_with_grace_period,f,f,0.21,0.328166496
180717,159,159,100%,100%,f,t,Private room,2,1,1,1,Real Bed,600,365,40,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.37,0.376960094
180792,176,171,100%,81%,f,f,Entire home/apt,5,1,1,1,Real Bed,200,343,28,94,10,9,9,10,10,9,t,f,strict_14_with_grace_period,f,f,0.27,0.378748722
181972,149,167,100%,84%,f,t,Entire home/apt,6,2.5,5,6,Real Bed,100,76,132,95,10,9,10,10,10,10,f,f,moderate,f,f,1.24,0.408087529
182069,124,176,100%,94%,f,t,Entire home/apt,3,1,0,1,Real Bed,120,339,110,95,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,1.04,0.307987457
182095,181,181,100%,52%,t,t,Entire home/apt,4,1,2,2,Real Bed,199,90,67,94,9,9,10,10,10,10,f,f,strict_14_with_grace_period,t,f,0.62,0.367568948
182177,95,161,100%,94%,f,t,Entire home/apt,8,1,1,2,Real Bed,125,0,303,93,10,9,10,10,9,9,f,f,moderate,t,t,2.84,0.368252924
182649,188,188,N/A,98%,f,t,Private room,2,1,1,2,Real Bed,70,87,260,90,9,8,10,9,10,9,f,f,moderate,f,f,2.45,0.337720905
185266,95,160,N/A,67%,t,t,Private room,1,1,1,1,Real Bed,70,0,120,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.91,0.411134968
187566,157,165,100%,99%,f,t,Entire home/apt,2,1,1,1,Real Bed,99,359,212,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,2,0.342894925
187986,134,167,N/A,N/A,f,t,Entire home/apt,4,1.5,2,2,Real Bed,250,0,2,90,8,7,10,10,10,8,f,f,moderate,t,t,0.02,0.238151515
188661,163,165,N/A,N/A,f,t,Entire home/apt,3,1,1,1,Real Bed,170,365,67,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.63,0.419345994
188674,139,171,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,165,0,63,97,9,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.61,0.415600987
188803,167,176,100%,100%,t,t,Private room,2,1.5,1,1,Real Bed,85,0,13,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.22,0.392713788
189135,178,174,N/A,31%,t,t,Private room,3,1,1,1,Real Bed,99,365,101,94,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1,0.371870015
189181,168,168,N/A,0%,f,t,Private room,2,1,1,2,Real Bed,255,0,1,80,10,8,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.01,0.625
189732,174,179,100%,100%,t,t,Entire home/apt,8,1.5,3,5,Real Bed,169,325,200,96,10,9,10,10,9,10,t,f,moderate,t,t,1.88,0.312690149
